id,acres,addressLocality,addressRegion,air_conditioning,alarm,amenities,bar,basement,bath,baths,beds,closet,days_on_com,description,dishwasher,elementary_school,estimate_mortgage,exterior,finance_co,floor_1,floor_2,floor_3,floor_4,floor_coverings,garage_parking,"garage_capacity ",has_solar,heating,install_dt,jr_high,kitchen,landscape,leasing_co.,lot,other_high,oven,ownership,patio/deck,postalCode,priv_high,range,range_oven,roof,school_district,sold_price,sq_ft,sr_high,status,taxes,transfer_fee,type_style,utilities,water,water_softener,window_coverings,year_built,zoning
1395678,2.64,midway,ut,"see remarks; active solar",fire,"see remarks; electric dryer hookup; gas dryer hookup",,2412.0,"sep. tub/shower",6.0,5.0,walk-in,565.0,"wake up to sounds of wildlife, dramatic timpanogos sunrises, and the rushing provo river in this one-of-a-kind custom midway home. with over 225 yards of private provo river conservancy access, plan on spending your days enjoying the ultimate utah lifestyle. whether skiing, biking, fishing or a night on the town are on your day's to-dos, this home's prime location provides limitless activities, all mere steps from your front door. designed with green practices in mind, solar panels and geothermal ground loop heating and cooling make this property more than just custom, it is truly, cutting edge. if an open floor plan, room for additional customizations and garage space to be envious of aren't enough, the privacy of this meticulously designed home will have you ready to sign on the dotted line.",,midway,2649000.0,"asphalt shingles; cedar/redwood",,3434.0,716.0,,,"carpet; hardwood; natural rock; slate","uncovered; rv parking; storage above; extra length; workbench",6,,"active solar; wall heater; geothermal",,wasatch,updated,"full; mature trees; stream",,"auto-part; private",,gas,,,84049,,gas,built-in,"asphalt shingles",wasatch,1368411.0,6562.0,wasatch,active,5859.0,,"single family / 2-story",connected,owned,own,blinds,2011,
